Geneid,0_R1,0_R2,0_R3,5_R1,5_R2,5_R3,10_R1,10_R2,10_R3,15_R1,15_R2,15_R3,Entity,Symbol
gene-PA4235,64.0,69.0,220.0,40.0,33.0,199.0,14.0,18.0,18.0,6.0,10.0,86.0,host,bfrA
gene-PA4830,8.0,2.0,12.0,2.0,1.0,176.0,2.0,2.0,12.0,1.0,1.0,290.0,host,gene-PA4830
gene-PA0384,12.0,28.0,17.0,12.0,20.0,104.0,0.0,4.0,4.0,4.0,0.0,113.0,host,gene-PA0384
gene-PA4285,,281.0,159.0,191.0,223.0,440.0,45.0,49.0,47.0,36.0,,,host,recC
gene-PA4520,,,167.0,203.0,,457.0,27.0,42.0,38.0,32.0,,524.0,host,gene-PA4520
gene-PA0772,26.0,36.0,16.0,24.0,52.0,68.0,14.0,7.0,7.0,3.0,4.0,68.0,host,recO
gene-PA2954,53.0,42.0,16.0,28.0,18.0,115.0,5.0,11.0,14.0,7.0,6.0,96.0,host,gene-PA2954
gene-PA4051,61.0,78.0,35.0,84.0,159.0,111.0,17.0,30.0,16.0,23.0,18.0,190.0,host,thiL
gene-PA4735,,334.0,,,,,,,,31.0,25.0,,host,gene-PA4735
gene-PA4069,113.0,87.0,29.0,73.0,78.0,136.0,6.0,10.0,14.0,3.0,4.0,187.0,host,gene-PA4069
gene-PA1393,14.0,24.0,24.0,7.0,24.0,152.0,0.0,2.0,16.0,5.0,0.0,67.0,host,cysC
gene-PA2292,12.0,15.0,5.0,1.0,3.0,13.0,1.0,3.0,1.0,1.0,0.0,10.0,host,gene-PA2292
gene-PA4776,14.0,14.0,20.0,9.0,13.0,116.0,2.0,2.0,17.0,0.0,1.0,158.0,host,pmrA
gene-PA0465,27.0,33.0,44.0,17.0,22.0,285.0,3.0,3.0,18.0,5.0,1.0,478.0,host,creD
gene-PA1307,,,87.0,178.0,246.0,155.0,39.0,47.0,16.0,15.0,12.0,162.0,host,gene-PA1307
gene-PA5544,182.0,158.0,74.0,132.0,163.0,439.0,22.0,16.0,,7.0,9.0,418.0,host,gene-PA5544
gene-PA1099,156.0,94.0,77.0,98.0,114.0,158.0,15.0,10.0,15.0,9.0,4.0,227.0,host,fleR
gene-PA3742,,,,,,,,,,,,156.0,host,rplS
gene-PA5460,3.0,6.0,14.0,7.0,4.0,87.0,1.0,0.0,11.0,2.0,1.0,111.0,host,gene-PA5460
gene-PA3768,,,185.0,92.0,109.0,253.0,13.0,21.0,33.0,9.0,8.0,207.0,host,gene-PA3768
gene-PA4099,6.0,6.0,,3.0,7.0,264.0,0.0,1.0,26.0,0.0,0.0,,host,gene-PA4099
gene-PA0963,,,,,,,,,,,,223.0,host,aspS
gene-PA1879,27.0,9.0,14.0,10.0,15.0,95.0,6.0,8.0,12.0,2.0,3.0,176.0,host,gene-PA1879
gene-PA4898,8.0,12.0,28.0,14.0,17.0,212.0,1.0,1.0,26.0,1.0,0.0,257.0,host,opdK
gene-PA1046,78.0,69.0,34.0,70.0,97.0,321.0,20.0,17.0,34.0,13.0,3.0,544.0,host,gene-PA1046
gene-PA1340,190.0,34.0,39.0,,88.0,140.0,34.0,20.0,15.0,10.0,11.0,49.0,host,gene-PA1340
gene-PA4834,25.0,28.0,21.0,11.0,27.0,150.0,5.0,2.0,21.0,3.0,2.0,273.0,host,gene-PA4834
gene-PPLUZ19_gp3,2.0,1.0,25.0,,,,,,,,,,phage,gp3
gene-PA4310,199.0,168.0,,177.0,188.0,,40.0,44.0,,29.0,23.0,348.0,host,pctB
gene-PA2120,12.0,10.0,8.0,3.0,6.0,53.0,5.0,0.0,7.0,0.0,0.0,144.0,host,gene-PA2120
gene-PA3836,,,,,,182.0,39.0,18.0,26.0,12.0,13.0,271.0,host,gene-PA3836
gene-PA4753,154.0,132.0,88.0,192.0,265.0,169.0,,61.0,21.0,17.0,21.0,89.0,host,gene-PA4753
gene-PA1570,74.0,36.0,26.0,23.0,30.0,127.0,4.0,3.0,19.0,2.0,2.0,182.0,host,gene-PA1570
gene-PA1215,6.0,1.0,17.0,3.0,2.0,98.0,1.0,1.0,11.0,1.0,0.0,181.0,host,gene-PA1215
gene-PA3120,25.0,19.0,19.0,10.0,27.0,147.0,7.0,4.0,11.0,2.0,1.0,144.0,host,leuD
gene-PA1261,7.0,7.0,11.0,6.0,3.0,72.0,1.0,0.0,14.0,0.0,1.0,140.0,host,gene-PA1261
gene-PA4525,,,,,,,,,,,,226.0,host,pilA
gene-PA0295,40.0,36.0,60.0,27.0,29.0,215.0,5.0,4.0,42.0,2.0,0.0,256.0,host,gene-PA0295
gene-PA2651,91.0,95.0,47.0,57.0,67.0,180.0,17.0,12.0,15.0,12.0,7.0,140.0,host,gene-PA2651
gene-PA3125,22.0,19.0,24.0,4.0,12.0,205.0,1.0,1.0,20.0,3.0,1.0,400.0,host,gene-PA3125
gene-PA2859,119.0,89.0,24.0,50.0,84.0,79.0,17.0,17.0,20.0,20.0,6.0,134.0,host,greB
gene-PA3263,75.0,74.0,62.0,65.0,58.0,199.0,8.0,9.0,22.0,5.0,15.0,249.0,host,gene-PA3263
gene-PA5488,,330.0,122.0,228.0,290.0,221.0,46.0,51.0,24.0,29.0,25.0,165.0,host,gene-PA5488
gene-PA0251,13.0,6.0,23.0,5.0,21.0,124.0,1.0,2.0,16.0,0.0,2.0,67.0,host,gene-PA0251
gene-PA2446,165.0,152.0,75.0,48.0,61.0,125.0,11.0,8.0,13.0,5.0,2.0,229.0,host,gcvH2
gene-PA1797a,16.0,17.0,10.0,26.0,30.0,145.0,12.0,15.0,8.0,3.0,4.0,45.0,host,gene-PA1797a
gene-PA3065,9.0,12.0,7.0,4.0,9.0,53.0,0.0,3.0,3.0,1.0,0.0,266.0,host,gene-PA3065
gene-PA4087,2.0,1.0,53.0,0.0,4.0,142.0,2.0,0.0,,1.0,1.0,209.0,host,gene-PA4087
gene-PA2218,16.0,10.0,31.0,10.0,17.0,174.0,2.0,2.0,11.0,0.0,0.0,113.0,host,gene-PA2218
gene-PA1822,,,112.0,,,192.0,58.0,49.0,25.0,34.0,22.0,374.0,host,fimL
gene-PA1768,46.0,69.0,43.0,72.0,93.0,117.0,18.0,22.0,11.0,9.0,9.0,32.0,host,gene-PA1768
gene-PA3475,29.0,52.0,27.0,17.0,32.0,153.0,4.0,5.0,9.0,6.0,2.0,237.0,host,pheC
gene-PA2202,17.0,26.0,14.0,34.0,53.0,56.0,5.0,5.0,6.0,2.0,1.0,37.0,host,gene-PA2202
gene-PA4984,74.0,38.0,16.0,20.0,25.0,151.0,5.0,6.0,11.0,2.0,3.0,243.0,host,gene-PA4984
gene-PA1040,18.0,16.0,17.0,6.0,25.0,152.0,4.0,2.0,14.0,2.0,1.0,157.0,host,gene-PA1040
gene-PA0159,31.0,36.0,22.0,32.0,30.0,211.0,7.0,7.0,15.0,2.0,4.0,313.0,host,gene-PA0159
gene-PA0746,221.0,202.0,75.0,226.0,206.0,189.0,15.0,12.0,49.0,6.0,4.0,257.0,host,gene-PA0746
gene-PA4201,313.0,195.0,,100.0,105.0,,23.0,25.0,,10.0,4.0,511.0,host,ddlA
gene-PA4335,60.0,33.0,16.0,18.0,25.0,56.0,5.0,4.0,13.0,4.0,5.0,58.0,host,gene-PA4335
gene-PA0926,23.0,28.0,24.0,28.0,34.0,96.0,5.0,7.0,,5.0,2.0,,host,gene-PA0926
gene-PA2850,16.0,14.0,13.0,15.0,13.0,108.0,4.0,6.0,9.0,3.0,0.0,99.0,host,ohr
gene-PA0579,147.0,269.0,59.0,,,353.0,,,46.0,,,92.0,host,rpsU
gene-PA3697,160.0,152.0,80.0,77.0,96.0,299.0,14.0,20.0,34.0,5.0,11.0,269.0,host,gene-PA3697
gene-PA1603,17.0,9.0,15.0,3.0,7.0,72.0,3.0,4.0,4.0,2.0,1.0,89.0,host,gene-PA1603
gene-PA4541.1,15.0,76.0,40.0,39.0,102.0,,,,66.0,23.0,21.0,144.0,host,gene-PA4541.1
gene-PA2291,,,,,,352.0,,,45.0,,,173.0,host,gene-PA2291
gene-PA0343,70.0,74.0,31.0,48.0,105.0,241.0,14.0,15.0,20.0,8.0,8.0,388.0,host,gene-PA0343
gene-PA0032,37.0,38.0,32.0,13.0,11.0,157.0,6.0,5.0,20.0,3.0,1.0,336.0,host,gene-PA0032
gene-PA3703,267.0,266.0,71.0,162.0,250.0,199.0,28.0,32.0,21.0,14.0,13.0,190.0,host,wspF
gene-PA0365,9.0,7.0,24.0,8.0,6.0,130.0,0.0,0.0,17.0,1.0,0.0,211.0,host,gene-PA0365
gene-PA4453,,,,,,313.0,,,33.0,,,54.0,host,gene-PA4453
gene-PA3641,188.0,279.0,116.0,235.0,,365.0,,,30.0,35.0,,325.0,host,gene-PA3641
gene-PA3627,174.0,168.0,49.0,94.0,151.0,118.0,29.0,35.0,7.0,25.0,12.0,130.0,host,ygbB
gene-PA4981,24.0,28.0,49.0,10.0,35.0,349.0,2.0,4.0,47.0,1.0,0.0,519.0,host,gene-PA4981
gene-PA4185,11.0,17.0,41.0,14.0,25.0,192.0,8.0,6.0,,2.0,1.0,174.0,host,gene-PA4185
gene-PA0246,32.0,27.0,30.0,13.0,23.0,251.0,7.0,7.0,25.0,0.0,3.0,350.0,host,gene-PA0246
gene-PA0143,24.0,41.0,45.0,20.0,36.0,223.0,4.0,5.0,24.0,5.0,3.0,243.0,host,nuh
gene-PA0905.2,164.0,293.0,49.0,177.0,292.0,288.0,,,59.0,,,40.0,host,gene-PA0905.2
gene-PA1457,,,,,,293.0,,67.0,35.0,26.0,,53.0,host,cheZ
gene-PA4225,,,,,,,,,,,,,host,pchF
gene-PA3117,,,104.0,,,262.0,,,22.0,,,283.0,host,asd
gene-PA4154,12.0,11.0,,11.0,12.0,221.0,6.0,1.0,29.0,2.0,0.0,273.0,host,gene-PA4154
gene-PA3722,62.0,99.0,51.0,74.0,117.0,163.0,50.0,54.0,28.0,29.0,13.0,219.0,host,gene-PA3722
gene-PA2834,31.0,22.0,19.0,12.0,16.0,136.0,5.0,3.0,24.0,1.0,0.0,127.0,host,gene-PA2834
gene-PA2463,36.0,41.0,43.0,37.0,40.0,221.0,15.0,18.0,30.0,9.0,5.0,325.0,host,gene-PA2463
gene-PA1006,20.0,28.0,11.0,16.0,31.0,51.0,3.0,4.0,9.0,5.0,0.0,29.0,host,gene-PA1006
gene-PA2809,31.0,50.0,20.0,9.0,23.0,96.0,5.0,4.0,12.0,2.0,2.0,183.0,host,copR
gene-PA1590,197.0,276.0,40.0,,,190.0,,65.0,28.0,,25.0,269.0,host,braB
gene-PA0301,221.0,,249.0,,,496.0,58.0,57.0,52.0,17.0,17.0,221.0,host,spuE
gene-PA0539,4.0,3.0,20.0,7.0,6.0,186.0,0.0,3.0,17.0,1.0,0.0,348.0,host,gene-PA0539
gene-PA5307,212.0,181.0,94.0,109.0,153.0,352.0,24.0,24.0,,13.0,19.0,299.0,host,gene-PA5307
gene-PA0179,49.0,42.0,60.0,25.0,55.0,141.0,8.0,16.0,9.0,2.0,1.0,65.0,host,gene-PA0179
gene-PA2763a,17.0,16.0,31.0,13.0,51.0,44.0,3.0,4.0,8.0,3.0,0.0,20.0,host,gene-PA2763a
gene-PA0582,50.0,80.0,17.0,30.0,94.0,112.0,21.0,25.0,11.0,11.0,5.0,192.0,host,folB
gene-PA0734,12.0,15.0,180.0,6.0,5.0,33.0,3.0,2.0,,0.0,0.0,400.0,host,gene-PA0734
gene-PA4838,13.0,14.0,59.0,9.0,18.0,333.0,2.0,3.0,58.0,2.0,1.0,268.0,host,gene-PA4838
gene-PA1600,13.0,5.0,19.0,16.0,5.0,84.0,2.0,1.0,15.0,0.0,1.0,133.0,host,gene-PA1600
gene-PA2249,,,,,,161.0,,,9.0,35.0,,162.0,host,bkdB
gene-PA1412,4.0,2.0,10.0,3.0,2.0,72.0,2.0,0.0,7.0,1.0,1.0,64.0,host,gene-PA1412
gene-PA2772,25.0,37.0,24.0,29.0,36.0,150.0,7.0,13.0,14.0,9.0,2.0,88.0,host,gene-PA2772
gene-PA4092,32.0,8.0,,10.0,10.0,152.0,1.0,3.0,20.0,0.0,0.0,246.0,host,hpaC
gene-PA0508,333.0,195.0,50.0,88.0,88.0,382.0,28.0,18.0,38.0,23.0,,,host,gene-PA0508
gene-PA4349,41.0,35.0,,10.0,11.0,93.0,3.0,5.0,10.0,3.0,1.0,,host,gene-PA4349
gene-PA4034,11.0,10.0,12.0,21.0,9.0,131.0,2.0,1.0,14.0,1.0,2.0,216.0,host,aqpZ
gene-PA3311,68.0,48.0,32.0,42.0,45.0,332.0,7.0,11.0,39.0,2.0,2.0,368.0,host,gene-PA3311
gene-PA4301,15.0,21.0,19.0,10.0,20.0,146.0,6.0,3.0,16.0,9.0,8.0,254.0,host,tadB
gene-PA2662,14.0,19.0,11.0,10.0,9.0,116.0,4.0,3.0,8.0,1.0,2.0,295.0,host,gene-PA2662
gene-PA1723,,345.0,43.0,,,153.0,,,23.0,20.0,,89.0,host,pscJ
gene-PA5014,,,,,,504.0,,,,,,,host,glnE
gene-PA0659,265.0,255.0,110.0,135.0,240.0,292.0,44.0,,38.0,,,514.0,host,gene-PA0659
gene-PA1554,140.0,348.0,194.0,240.0,,506.0,,,56.0,,,183.0,host,ccoN1
gene-PA1985,10.0,13.0,9.0,11.0,11.0,36.0,6.0,8.0,2.0,3.0,6.0,40.0,host,pqqA
gene-PA1759,,,123.0,,348.0,354.0,37.0,17.0,43.0,13.0,11.0,330.0,host,gene-PA1759
gene-PA1136,22.0,29.0,13.0,4.0,8.0,95.0,1.0,0.0,10.0,1.0,1.0,95.0,host,gene-PA1136
gene-PA1434,38.0,30.0,6.0,12.0,22.0,95.0,1.0,6.0,11.0,2.0,0.0,160.0,host,gene-PA1434
gene-PA4585,120.0,69.0,21.0,54.0,83.0,97.0,21.0,34.0,15.0,14.0,13.0,162.0,host,rtcA
gene-PA3969,65.0,60.0,37.0,30.0,35.0,204.0,8.0,7.0,,4.0,4.0,302.0,host,gene-PA3969
gene-PA3962,8.0,11.0,28.0,7.0,2.0,189.0,5.0,1.0,18.0,3.0,3.0,188.0,host,gene-PA3962
gene-PA3712,,267.0,65.0,44.0,48.0,106.0,8.0,13.0,8.0,4.0,3.0,205.0,host,gene-PA3712
gene-PA0603,265.0,226.0,84.0,166.0,300.0,239.0,31.0,40.0,53.0,8.0,7.0,222.0,host,gene-PA0603
gene-PA1369,64.0,144.0,139.0,36.0,80.0,299.0,9.0,13.0,39.0,6.0,5.0,169.0,host,gene-PA1369
gene-PA4462,,,,199.0,332.0,322.0,57.0,,47.0,33.0,27.0,137.0,host,rpoN
gene-PA2616,153.0,153.0,103.0,151.0,199.0,222.0,37.0,40.0,26.0,15.0,,142.0,host,trxB1
gene-PA1621,30.0,34.0,13.0,27.0,37.0,92.0,5.0,8.0,3.0,6.0,2.0,181.0,host,gene-PA1621
gene-PA3725,118.0,124.0,55.0,97.0,149.0,197.0,27.0,38.0,22.0,16.0,13.0,272.0,host,recJ
gene-PA0296,319.0,324.0,251.0,,,437.0,,,48.0,17.0,15.0,244.0,host,spuI
gene-PA4668,82.0,74.0,138.0,52.0,83.0,251.0,11.0,14.0,,5.0,4.0,106.0,host,gene-PA4668
gene-PA4101,28.0,25.0,18.0,13.0,12.0,139.0,3.0,3.0,21.0,3.0,0.0,317.0,host,bfmR
gene-PA0687,4.0,8.0,21.0,5.0,10.0,73.0,3.0,2.0,19.0,4.0,3.0,173.0,host,gene-PA0687
gene-PA3300,281.0,235.0,92.0,128.0,144.0,374.0,14.0,15.0,44.0,10.0,9.0,227.0,host,fadD2
gene-PA2637,64.0,181.0,169.0,,,233.0,,,24.0,,,84.0,host,nuoA
gene-PA3483,80.0,124.0,52.0,86.0,118.0,162.0,9.0,28.0,8.0,13.0,3.0,225.0,host,gene-PA3483
gene-PA1462,200.0,232.0,70.0,129.0,202.0,127.0,31.0,35.0,22.0,20.0,10.0,124.0,host,gene-PA1462
gene-PA1495,9.0,14.0,7.0,3.0,9.0,55.0,2.0,0.0,7.0,3.0,0.0,98.0,host,gene-PA1495
gene-PA2645,21.0,20.0,44.0,29.0,33.0,96.0,18.0,21.0,10.0,11.0,12.0,99.0,host,nuoJ
gene-PA2403,,,115.0,,,261.0,,,32.0,33.0,24.0,150.0,host,gene-PA2403
gene-PA2979,104.0,100.0,26.0,137.0,150.0,85.0,28.0,27.0,10.0,14.0,10.0,166.0,host,kdsB
gene-PA1670,25.0,14.0,15.0,10.0,15.0,85.0,3.0,3.0,5.0,3.0,1.0,145.0,host,stp1
gene-PA4067,33.0,120.0,,53.0,130.0,,16.0,22.0,,14.0,14.0,103.0,host,oprG
gene-PA1478,21.0,25.0,11.0,16.0,28.0,54.0,5.0,8.0,10.0,5.0,1.0,39.0,host,gene-PA1478
gene-PA5520,145.0,175.0,54.0,65.0,89.0,152.0,19.0,20.0,32.0,13.0,4.0,153.0,host,gene-PA5520
gene-PA0609,,,104.0,,359.0,304.0,,,58.0,,,117.0,host,trpE
gene-PA0790,15.0,10.0,,22.0,28.0,,3.0,5.0,,0.0,1.0,232.0,host,gene-PA0790
gene-PA2910,12.0,8.0,12.0,11.0,11.0,85.0,3.0,2.0,20.0,2.0,1.0,158.0,host,gene-PA2910
gene-PPLUZ19_gp30,0.0,1.0,36.0,,,,,,,,,,phage,gp30
gene-PA1011,,,,,,409.0,,,42.0,,,251.0,host,gene-PA1011
gene-PA0226,15.0,8.0,25.0,11.0,10.0,224.0,1.0,3.0,15.0,0.0,1.0,327.0,host,gene-PA0226
gene-PA5335,73.0,37.0,,50.0,68.0,318.0,22.0,15.0,13.0,6.0,7.0,386.0,host,gene-PA5335
gene-PA2158,10.0,8.0,22.0,6.0,7.0,127.0,1.0,4.0,4.0,1.0,0.0,292.0,host,gene-PA2158
gene-PA1163,46.0,55.0,53.0,24.0,47.0,345.0,12.0,14.0,30.0,14.0,6.0,,host,ndvB
gene-PA0665,,,72.0,,370.0,163.0,,,17.0,,,85.0,host,gene-PA0665
gene-PA5265,98.0,73.0,,31.0,53.0,,15.0,12.0,,7.0,4.0,,host,gene-PA5265
gene-PA3941,31.0,30.0,23.0,29.0,28.0,90.0,7.0,6.0,5.0,5.0,2.0,109.0,host,gene-PA3941
gene-PA2944,45.0,29.0,37.0,26.0,38.0,344.0,11.0,8.0,32.0,5.0,4.0,,host,cobN
gene-PA4864,10.0,4.0,16.0,0.0,2.0,78.0,1.0,3.0,13.0,1.0,0.0,71.0,host,ureD
gene-PA1871,45.0,110.0,50.0,8.0,31.0,115.0,2.0,9.0,13.0,6.0,3.0,85.0,host,lasA
gene-PA2907,28.0,19.0,15.0,16.0,23.0,71.0,9.0,5.0,12.0,0.0,1.0,76.0,host,cobL
gene-PA0451,54.0,38.0,29.0,18.0,22.0,114.0,4.0,4.0,28.0,1.0,4.0,146.0,host,gene-PA0451
gene-PA2304,33.0,37.0,10.0,15.0,27.0,56.0,3.0,3.0,12.0,0.0,1.0,144.0,host,ambC
gene-PA0529,30.0,20.0,39.0,12.0,36.0,166.0,0.0,2.0,17.0,1.0,0.0,221.0,host,gene-PA0529
gene-PA3747,40.0,42.0,45.0,16.0,29.0,190.0,3.0,7.0,22.0,2.0,1.0,103.0,host,gene-PA3747
gene-PA4417,,,193.0,,,248.0,39.0,47.0,24.0,28.0,12.0,323.0,host,murE
gene-PA2775.1,20.0,25.0,11.0,4.0,7.0,156.0,3.0,10.0,22.0,3.0,3.0,34.0,host,gene-PA2775.1
gene-PA4581,72.0,88.0,,17.0,23.0,299.0,3.0,8.0,33.0,5.0,1.0,,host,rtcR
gene-PA4486,64.0,55.0,27.0,62.0,78.0,94.0,7.0,13.0,5.0,6.0,4.0,202.0,host,gene-PA4486
gene-PA0380,10.0,15.0,15.0,9.0,19.0,97.0,8.0,8.0,13.0,6.0,0.0,127.0,host,gene-PA0380
gene-PA2000,325.0,121.0,173.0,,329.0,94.0,,44.0,13.0,14.0,11.0,58.0,host,dhcB
gene-PA3442,11.0,14.0,13.0,25.0,31.0,96.0,2.0,1.0,15.0,4.0,2.0,93.0,host,gene-PA3442
gene-PA1998,20.0,19.0,25.0,15.0,19.0,109.0,2.0,2.0,11.0,1.0,0.0,170.0,host,dhcR
gene-PA0309,50.0,36.0,23.0,19.0,28.0,131.0,11.0,8.0,18.0,4.0,4.0,164.0,host,gene-PA0309
gene-PPLUZ19_gp33,0.0,0.0,3.0,34.0,80.0,,40.0,,,,,,phage,gp33
gene-PA5297,28.0,17.0,,20.0,28.0,394.0,5.0,2.0,70.0,3.0,0.0,507.0,host,poxB
gene-PA1510,108.0,107.0,110.0,78.0,128.0,334.0,12.0,14.0,44.0,13.0,3.0,207.0,host,gene-PA1510
gene-PA2895,41.0,32.0,23.0,23.0,42.0,47.0,3.0,4.0,4.0,3.0,1.0,49.0,host,gene-PA2895
gene-PA1668,12.0,17.0,50.0,12.0,27.0,179.0,4.0,5.0,26.0,9.0,2.0,94.0,host,gene-PA1668
gene-PA0345,17.0,22.0,13.0,5.0,7.0,94.0,1.0,5.0,13.0,1.0,2.0,171.0,host,gene-PA0345
gene-PA1829,78.0,54.0,44.0,35.0,48.0,207.0,5.0,5.0,28.0,4.0,5.0,249.0,host,gene-PA1829
gene-PA2949,53.0,50.0,12.0,38.0,67.0,170.0,8.0,21.0,18.0,6.0,4.0,152.0,host,gene-PA2949
gene-PA1144,5.0,4.0,29.0,4.0,2.0,210.0,2.0,0.0,19.0,5.0,1.0,245.0,host,gene-PA1144
gene-PA4831,13.0,14.0,,2.0,11.0,126.0,1.0,1.0,7.0,1.0,1.0,229.0,host,gene-PA4831
gene-PA4412,,345.0,94.0,234.0,364.0,153.0,37.0,26.0,14.0,13.0,11.0,320.0,host,murG
gene-PA1729,128.0,84.0,32.0,47.0,66.0,73.0,8.0,7.0,8.0,5.0,5.0,131.0,host,gene-PA1729
gene-PA5223,,277.0,83.0,217.0,358.0,192.0,38.0,46.0,23.0,25.0,17.0,337.0,host,ubiH
gene-PA4857,12.0,10.0,23.0,4.0,9.0,120.0,4.0,1.0,9.0,0.0,0.0,256.0,host,gene-PA4857
gene-PA3867,13.0,22.0,29.0,6.0,11.0,135.0,2.0,4.0,13.0,2.0,1.0,48.0,host,gene-PA3867
gene-PA1624,183.0,108.0,35.0,94.0,97.0,110.0,13.0,8.0,6.0,6.0,8.0,210.0,host,gene-PA1624
gene-PA5370,86.0,123.0,52.0,66.0,83.0,270.0,26.0,21.0,39.0,16.0,14.0,247.0,host,gene-PA5370
gene-PA5523,43.0,33.0,36.0,32.0,61.0,209.0,10.0,15.0,30.0,12.0,6.0,379.0,host,gene-PA5523
gene-PA5526,16.0,36.0,35.0,18.0,29.0,64.0,6.0,6.0,5.0,4.0,3.0,38.0,host,gene-PA5526
gene-PA2280,19.0,15.0,27.0,13.0,27.0,127.0,8.0,6.0,11.0,3.0,5.0,192.0,host,gene-PA2280
gene-PA4542,188.0,166.0,,141.0,204.0,441.0,33.0,40.0,,24.0,22.0,,host,clpB
gene-PA4339,95.0,63.0,24.0,25.0,25.0,152.0,5.0,3.0,19.0,4.0,2.0,258.0,host,gene-PA4339
gene-PA0560,27.0,38.0,36.0,26.0,30.0,170.0,10.0,4.0,19.0,0.0,2.0,80.0,host,gene-PA0560
gene-PA3017,124.0,78.0,35.0,25.0,62.0,72.0,3.0,6.0,7.0,7.0,7.0,132.0,host,gene-PA3017
gene-PA2909,19.0,8.0,3.0,8.0,7.0,24.0,3.0,3.0,6.0,1.0,0.0,51.0,host,gene-PA2909
gene-PA1384,8.0,8.0,42.0,1.0,7.0,254.0,2.0,1.0,29.0,0.0,0.0,106.0,host,galE
gene-PA0222,5.0,5.0,48.0,8.0,3.0,278.0,1.0,1.0,45.0,0.0,2.0,,host,gene-PA0222
gene-PA0842,25.0,12.0,23.0,24.0,18.0,258.0,2.0,0.0,44.0,0.0,1.0,297.0,host,gene-PA0842
gene-PA4120,8.0,7.0,26.0,5.0,4.0,145.0,2.0,5.0,19.0,1.0,0.0,149.0,host,gene-PA4120
gene-PA3599,47.0,40.0,34.0,27.0,42.0,200.0,3.0,3.0,18.0,4.0,3.0,227.0,host,gene-PA3599
gene-PA2093,10.0,7.0,10.0,7.0,3.0,54.0,0.0,1.0,7.0,0.0,0.0,103.0,host,gene-PA2093
gene-PA3463,9.0,7.0,11.0,1.0,8.0,90.0,0.0,0.0,10.0,0.0,0.0,165.0,host,gene-PA3463
gene-PA1796.2,109.0,241.0,59.0,111.0,222.0,376.0,,,,,26.0,110.0,host,gene-PA1796.2
gene-PA3481,154.0,151.0,68.0,116.0,128.0,201.0,24.0,26.0,24.0,10.0,11.0,336.0,host,gene-PA3481
gene-PA5478,123.0,92.0,66.0,29.0,68.0,281.0,18.0,16.0,40.0,13.0,12.0,,host,gene-PA5478
gene-PA0923,44.0,40.0,25.0,22.0,32.0,178.0,12.0,14.0,23.0,9.0,6.0,251.0,host,dinB
gene-PA1430,,,214.0,,,164.0,,,17.0,,,63.0,host,lasR
gene-PA2076,15.0,20.0,13.0,14.0,23.0,74.0,4.0,9.0,10.0,4.0,2.0,129.0,host,gene-PA2076
gene-PA2427,,,55.0,,,108.0,49.0,,9.0,22.0,23.0,103.0,host,gene-PA2427
gene-PA1067,6.0,10.0,23.0,4.0,8.0,119.0,0.0,3.0,13.0,1.0,1.0,247.0,host,gene-PA1067
gene-PA0457.1,25.0,37.0,25.0,27.0,41.0,139.0,5.0,5.0,10.0,1.0,2.0,242.0,host,gene-PA0457.1
gene-PA1796.3,36.0,48.0,24.0,48.0,95.0,285.0,25.0,29.0,65.0,13.0,8.0,84.0,host,gene-PA1796.3
gene-PA0110,17.0,18.0,35.0,6.0,10.0,120.0,3.0,1.0,14.0,1.0,1.0,199.0,host,gene-PA0110
gene-PA5492,86.0,67.0,87.0,83.0,132.0,194.0,18.0,23.0,27.0,10.0,3.0,102.0,host,gene-PA5492
gene-PA4718,59.0,63.0,28.0,47.0,66.0,112.0,6.0,10.0,8.0,3.0,4.0,126.0,host,gene-PA4718
gene-PA1502,24.0,16.0,20.0,12.0,6.0,264.0,2.0,4.0,23.0,2.0,4.0,407.0,host,gcl
gene-PA0938,,,,,,428.0,,,62.0,,,126.0,host,gene-PA0938
gene-PA0202,6.0,5.0,48.0,9.0,10.0,284.0,4.0,3.0,25.0,0.0,0.0,471.0,host,gene-PA0202
gene-PA2252,23.0,18.0,21.0,9.0,9.0,151.0,4.0,0.0,9.0,1.0,2.0,118.0,host,gene-PA2252
gene-PA3716,249.0,312.0,,229.0,353.0,,,,,,,477.0,host,gene-PA3716
gene-PPLUZ19_gp13.1,0.0,0.0,17.0,70.0,43.0,,,,,,,,phage,gp13.1
gene-PA2165,20.0,16.0,21.0,7.0,14.0,144.0,3.0,3.0,25.0,0.0,2.0,259.0,host,gene-PA2165
gene-PA3236,43.0,26.0,33.0,22.0,21.0,174.0,7.0,6.0,21.0,3.0,1.0,176.0,host,gene-PA3236
gene-PA1763,35.0,48.0,32.0,36.0,49.0,167.0,5.0,4.0,26.0,0.0,3.0,139.0,host,gene-PA1763
gene-PA3072,3.0,1.0,1.0,1.0,3.0,18.0,0.0,0.0,4.0,1.0,0.0,43.0,host,gene-PA3072
gene-PA5380,58.0,76.0,87.0,25.0,38.0,237.0,19.0,12.0,54.0,16.0,17.0,191.0,host,gbdR
gene-PA1674,241.0,316.0,138.0,139.0,214.0,166.0,56.0,63.0,17.0,32.0,,72.0,host,folE2
gene-PA2957,100.0,136.0,38.0,70.0,112.0,137.0,30.0,44.0,19.0,,25.0,52.0,host,gene-PA2957
gene-PA3386,6.0,12.0,5.0,6.0,15.0,59.0,1.0,3.0,9.0,3.0,1.0,43.0,host,gene-PA3386
